gene,ppi_degree,phenotype_degree,ppi_betweenness,phenotype_betweenness,module_multiplex,module_ppi,module_phenotype,e1,e2,e3,e4,a1,a2,a3,as,common,common_all,a_specific,e_specific,annotated_type
GAS2,0,0,0.0,0.0,20,33,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GAS2L2,0,6,0.0,5.0338758292110606e-05,11,122,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GATA6,2,0,0.0,0.0,1,2,107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GATAD2B,9,1,0.00015941339710879958,0.0,4,2,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GATM,9,2,0.0024505714235050547,0.0,2,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
GBA,8,0,0.0003570805151289571,0.0,8,13,103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GBE1,4,0,0.002155314776546508,0.0,2,11,246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GCH1,11,2,0.0012708114454542568,0.0008189140965301009,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GCK,9,10,0.001500873744938393,0.0035103247453172957,4,4,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GDA,6,30,0.0008095426794875883,0.0005059154449861005,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GDI1,11,18,0.0033172573978112684,1.8618298707923705e-05,6,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GFAP,24,0,0.00738856571860342,0.0,1,1,137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GFM1,1,0,0.0,0.0,2,10,297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GFRA1,8,4,0.0003528588613543552,9.054922370574304e-06,1,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GGNBP2,0,0,0.0,0.0,64,136,202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
GIGYF1,0,2,0.0,0.0,5,110,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
GIGYF2,1,3,0.0,3.6441042427047e-05,8,12,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
GIPC1,8,3,0.0001533933260092067,0.0008189140965301009,1,1,27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GJC2,0,2,0.0,0.0,2,243,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GJD2,1,2,0.0,0.0008189140965301009,8,1,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GK,1,0,0.0,0.0,5,14,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GLDC,8,5,0.0006057103672951877,0.0010321465953154225,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GLI2,11,14,0.0005029850738885114,0.01793396705676382,14,3,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GLIS1,0,22,0.0,7.6103169039352826e-06,14,203,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GLO1,5,1,0.0011037873008592541,0.0,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GLRA1,3,3,7.619957920885433e-06,4.1311918558901574e-05,3,17,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GLRA2,3,13,7.619957920885433e-06,0.0031032506798206183,3,17,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GLUL,19,8,0.009914106079110169,0.0010498857971405452,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GLYCTK,3,29,0.00023300874167584757,0.004091612596133089,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GMEB2,0,1,0.0,0.0,8,28,38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GMPPB,10,7,0.00012047942526088497,6.201285371786313e-05,7,11,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GNA11,27,8,0.0004280114761494357,0.0011416722798250087,9,6,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GNAO1,34,32,0.003580197544358405,0.007719856540849241,9,6,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
GNAQ,34,30,0.0019692770259212276,0.003257071307419725,9,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GNAS,27,4,0.0008735274327871263,0.00022755288167213976,9,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GNB1,88,130,0.022308498941132633,0.008522372190925045,9,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GNB1L,0,0,0.0,0.0,82,171,249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GNPAT,12,1,0.0022064734205168874,0.0,2,14,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GOSR2,21,2,0.0014231863474853002,7.701767123791564e-05,7,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
GPC4,11,0,0.00013493692880108153,0.0,1,1,145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
GPC6,10,0,9.550631184937644e-05,0.0,1,1,355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GPD2,2,6,0.0009433670364729625,0.00041574774894667324,5,14,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GPHN,21,3,0.004627901182294251,0.00043612221967810226,3,17,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 2"
GPR37,27,9,0.0006617405934655682,0.0036839518526290338,9,6,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GPR56,0,2,0.0,0.00045857014642574067,10,78,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
GPR85,0,1,0.0,0.0,9,247,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GPR98,3,8,0.0007285134458351048,2.8039328912552304e-06,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
GPSM2,27,1,0.0018939383244487252,0.0,9,6,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GPT2,2,19,2.173316798442322e-05,0.0029794158972707707,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GPX1,3,0,0.00012175680073902923,0.0,2,4,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GPX4,3,0,0.00012175680073902923,0.0,2,4,314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GRIA1,45,40,0.00943414193509086,0.002367830062829815,6,7,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
GRIA2,32,38,0.0025804913299790067,0.0005799768445204416,3,7,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
GRIA3,21,3,0.0005573269633888325,0.0,6,7,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GRID1,1,3,0.0,0.0,6,7,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
GRID2,8,2,0.0009440685974572046,0.0008189140965301009,6,7,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GRID2IP,1,0,0.0,0.0,6,7,413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GRIK1,8,21,0.00022519187627695252,0.001658523295549601,6,7,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GRIK2,9,14,0.00035209344980585597,6.73694691358758e-07,7,7,17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 2"
GRIK3,9,15,0.00024213383920933745,0.0006917332597757415,6,7,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GRIK4,8,27,0.00022519187627695252,0.0022244874005532683,6,7,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GRIK5,8,30,0.00022519187627695252,0.004748801491982841,6,7,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
GRIN1,30,122,0.0020806816567567397,0.002998403448329683,1,7,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 2"
GRIN2A,32,5,0.0013977409659324696,0.0002390144482101821,6,7,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism 2"
GRIN2B,42,114,0.0071248387796065,0.0071138179064605634,1,7,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
GRIN2D,18,111,0.0001724895931361935,0.0085354268142184,1,7,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
GRINA,0,0,0.0,0.0,123,258,368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
GRIP1,10,0,0.0008222293596846902,0.0,1,7,116,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
GRM1,49,2,0.004940500359834888,0.0,6,7,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GRM5,47,49,0.0031081784007816653,0.006093289865703892,6,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GRM7,28,11,8.97026083704416e-05,0.0005600150469957147,9,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GRN,16,13,0.002767940039754823,0.0003240655341282575,8,13,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GSTM1,3,1,6.383012388270385e-05,0.0,2,4,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GTF2I,4,0,0.00018736867760873652,0.0,11,1,146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GTPBP3,2,0,0.0009433670364729625,0.0,2,4,89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GUCY1A2,7,7,0.0017740060494196028,4.8038496858613494e-05,2,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
GUCY1A3,6,0,0.00013570345422329248,0.0,2,4,256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
GUF1,1,10,0.0,0.0025376061413734164,2,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
GYS1,5,0,0.0015953369783206234,0.0,2,11,420,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
H2BC11,64,0,0.015222675294168337,0.0,4,2,138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HACE1,28,1,0.0001108025463939598,0.0,12,12,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HADHA,9,2,0.001421275577940554,1.3751706071034439e-06,2,4,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HADHB,12,1,0.002744433168834217,0.0,2,4,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HAX1,0,0,0.0,0.0,40,81,131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HCFC1,17,18,0.004440979833851951,1.8618298707923705e-05,6,2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism S"
HCK,14,32,0.0004444251123976274,0.0001969564829165584,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HCN1,2,28,0.0,0.0009324584072558294,3,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism S"
HCN2,2,45,0.0,0.0002752978911314489,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HCN4,7,34,0.0019031402852520874,4.8382613031189687e-05,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HDAC4,25,5,0.0029188143048358515,0.0032674053624777827,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3, Autism S"
HDAC8,19,16,0.0006431334993290727,0.004974928593473426,5,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
HDLBP,3,2,0.0010223339147519563,6.875853035517219e-07,14,12,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HECTD4,0,0,0.0,0.0,36,73,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
HECW2,27,0,0.0,0.0,12,12,336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
HEG1,1,0,0.0,0.0,9,4,364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HEPACAM,1,2,0.0,0.0008189140965301009,3,17,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism S"
HERC1,27,6,0.0,0.0021479194341017835,12,12,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
HERC2,33,2,0.0017776517958834814,0.0,12,12,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism S"
HESX1,0,6,0.0,0.0009630055326467125,8,273,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HEXA,1,0,0.0,0.0,7,11,92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HGSNAT,14,1,0.007549518417695349,0.0,1,16,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HIBCH,1,2,0.0,0.0,2,4,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HIP1,18,12,4.769005058023693e-05,0.003762175684892451,8,8,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HIVEP2,1,22,0.0,0.00241032059968412,14,2,16,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
HIVEP3,4,21,6.0412952290894554e-05,3.43792651775861e-08,14,15,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
HLA-A,13,9,0.00028718586807398126,0.0013938433892007702,1,15,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HLA-B,15,5,0.001294871397467924,0.0016364530224530981,1,15,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HLA-DPB1,21,23,0.0014690039210828705,9.259091383831304e-05,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HLA-DRB1,25,7,0.0032917730277145668,0.0009061427714252554,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HLA-G,13,49,0.00027587287703371624,0.00268072695920862,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HMGCS2,7,34,0.0031312557720867555,0.0041448360922474005,2,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HMGN1,3,8,0.0,0.0,4,2,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
HNF1B,0,1,0.0,0.0,7,77,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HNRNPH1,13,12,0.00031901081374498876,0.0,10,10,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HNRNPH2,11,13,0.0,0.000818914096530101,10,10,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
HNRNPU,17,1,0.001317598719083077,0.0,10,10,68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 1"
HOMER1,19,19,0.00010875193657670012,0.0006724133309180338,6,7,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HOXA1,7,0,0.00012022566083399284,0.0,4,2,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
HOXD1,2,9,0.0009433670364729625,0.0015503269301791985,4,2,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD10,1,2,0.0,0.0,4,12,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD11,2,7,0.0009433670364729625,4.729342066961042e-06,4,12,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD12,0,7,0.0,4.729342066961042e-06,4,52,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD13,0,5,0.0,0.0,4,307,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD3,1,8,0.0,2.080088996166182e-05,4,2,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD4,8,9,0.0008592817310099179,0.005650180865996202,4,2,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD8,1,7,0.0,0.0016364530224530981,4,2,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HOXD9,3,7,0.0009436432261999354,4.729342066961042e-06,4,2,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HRAS,79,34,0.016824405247762204,0.0002860271808585837,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
HS2ST1,7,1,2.750341214206888e-07,0.0,1,1,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HS3ST5,5,1,0.0,0.0,1,1,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HSD11B1,3,1,2.1897539322673083e-05,0.0,9,6,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HSD17B10,11,29,0.004031333175754359,0.005276133757954952,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HSD17B4,12,3,0.0022420377464065205,0.0001874952623815199,2,14,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HSPD1,11,2,0.0038941854947606835,0.0008189140965301009,2,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HSPG2,23,0,0.0016138161487989394,0.0,1,1,97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HTR1A,33,3,0.001337634067063081,4.8446892085212826e-05,9,6,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HTR1B,29,9,0.0001743390019333886,0.0005296433265032126,9,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HTR2A,24,4,0.0009715855004776489,0.0,9,6,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
HTR3A,15,42,0.0014442859797506812,0.0035863370948983784,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HTR3C,1,9,0.0,0.00017269797329836817,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
HTT,14,0,0.002032978087735021,0.0,1,7,186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
HUWE1,33,0,0.002348357396989599,0.0,12,12,254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism S"
HYDIN,3,6,0.0,5.0338758292110606e-05,11,1,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
ICA1,1,2,0.0,0.0,6,5,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
IDH2,10,0,0.002488347663056314,0.0,2,9,363,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
IDS,0,0,0.0,0.0,22,38,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
IER3IP1,0,0,0.0,0.0,53,109,178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
IFIH1,8,0,5.7461043309061345e-05,0.0,1,15,313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
IFNAR2,4,58,1.7767176378243257e-06,0.0005066123492116415,1,15,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
IGSF8,0,18,0.0,0.00015068964167521448,1,314,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
IL10,24,22,0.004105876167970611,0.0002011257594852248,1,15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
IL1B,18,99,0.003955384194368709,0.002841630802451603,1,15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
IL1R2,3,59,0.0,0.001865263801182713,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
IL1RAPL1,3,18,0.0,1.8618298707923705e-05,6,7,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
IL1RAPL2,3,4,3.281168755450224e-05,1.031377955327583e-06,6,7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
IL1RN,5,4,0.0002157345088143692,0.00017635112029302198,1,15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
IL27RA,4,21,1.7767176378243257e-06,0.002367745101215825,1,15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
